序号,Steps,Force_Value
1,0,-1.059999942779541
2,-5000,-2.240000009536743
3,-10000,-3.4600000381469727
4,-15000,-4.650000095367432
5,-20000,-5.849999904632568
6,-25000,-7.099999904632568
7,-30000,-8.350000381469727
8,-35000,-9.609999656677246
9,-40000,-10.859999656677246
10,-45000,-12.100000381469727
11,-50000,-13.34000015258789
12,-55000,-14.569999694824219
13,-60000,-15.8100004196167
14,-65000,-17.059999465942383
15,-70000,-18.309999465942383
16,-75000,-19.56999969482422
17,-80000,-20.809999465942383
18,-85000,-22.049999237060547
19,-90000,-23.290000915527344
20,-95000,-24.520000457763672
21,-100000,-25.75
22,-105000,-26.989999771118164
23,-110000,-28.25
24,-115000,-29.5
25,-120000,-30.75
26,-125000,-31.979999542236328
27,-130000,-33.220001220703125
28,-135000,-34.45000076293945
29,-140000,-35.68000030517578
30,-145000,-36.93000030517578
31,-150000,-38.18000030517578
32,-155000,-39.43000030517578
33,-160000,-40.68000030517578
34,-165000,-41.91999816894531
35,-170000,-43.150001525878906
36,-175000,-44.380001068115234
37,-180000,-45.619998931884766
38,-185000,-46.86000061035156
39,-190000,-48.119998931884766
40,-195000,-49.369998931884766
41,-200000,-50.61000061035156
42,-205000,-51.84000015258789
43,-210000,-53.08000183105469
44,-215000,-54.310001373291016
45,-220000,-55.540000915527344
46,-225000,-56.779998779296875
47,-230000,-58.029998779296875
48,-235000,-59.279998779296875
49,-240000,-60.52000045776367
50,-245000,-61.75
