序号,Steps,Force_Value
1,0,-0.09000000357627869
2,-5000,-0.5299999713897705
3,-10000,-0.9599999785423279
4,-15000,-1.3899999856948853
5,-20000,-1.8300000429153442
6,-25000,-2.2799999713897705
7,-30000,-2.759999990463257
8,-35000,-3.25
9,-40000,-3.7200000286102295
10,-45000,-4.159999847412109
11,-50000,-4.590000152587891
12,-55000,-5.019999980926514
13,-60000,-5.460000038146973
14,-65000,-5.909999847412109
15,-70000,-6.389999866485596
16,-75000,-6.880000114440918
17,-80000,-7.349999904632568
18,-85000,-7.789999961853027
19,-90000,-8.199999809265137
20,-95000,-8.630000114440918
21,-100000,-9.079999923706055
22,-105000,-9.529999732971191
23,-110000,-10.0
24,-115000,-10.5
