序号,Steps,Force_Value
1,0,-0.30000001192092896
2,-5000,-1.6299999952316284
3,-10000,-2.9600000381469727
4,-15000,-4.28000020980835
5,-20000,-5.610000133514404
6,-25000,-6.929999828338623
7,-30000,-8.25
8,-35000,-9.5600004196167
9,-40000,-10.869999885559082
10,-45000,-12.1899995803833
11,-50000,-13.510000228881836
12,-55000,-14.829999923706055
13,-60000,-16.149999618530273
14,-65000,-17.469999313354492
15,-70000,-18.780000686645508
16,-75000,-20.09000015258789
17,-80000,-21.399999618530273
18,-85000,-22.719999313354492
19,-90000,-24.030000686645508
20,-95000,-25.350000381469727
21,-100000,-26.670000076293945
22,-105000,-27.989999771118164
23,-110000,-29.299999237060547
24,-115000,-30.600000381469727
25,-120000,-31.920000076293945
26,-125000,-33.22999954223633
27,-130000,-34.540000915527344
28,-135000,-35.86000061035156
29,-140000,-37.18000030517578
30,-145000,-38.5
