序号,Steps,Force_Value
1,0,-0.30000001192092896
2,-5000,-0.6600000262260437
3,-10000,-1.8200000524520874
4,-15000,-2.9700000286102295
5,-20000,-4.46999979019165
6,-25000,-5.289999961853027
7,-30000,-6.519999980926514
8,-35000,-7.699999809265137
9,-40000,-9.229999542236328
10,-45000,-10.420000076293945
11,-50000,-11.220000267028809
12,-55000,-12.359999656677246
13,-60000,-13.550000190734863
14,-65000,-15.130000114440918
15,-70000,-15.989999771118164
16,-75000,-17.200000762939453
17,-80000,-18.40999984741211
18,-85000,-19.950000762939453
19,-90000,-21.1299991607666
20,-95000,-21.969999313354492
21,-100000,-23.170000076293945
22,-105000,-24.729999542236328
23,-110000,-25.950000762939453
24,-115000,-27.15999984741211
25,-120000,-28.040000915527344
26,-125000,-29.549999237060547
27,-130000,-30.739999771118164
28,-135000,-31.920000076293945
29,-140000,-33.119998931884766
30,-145000,-34.029998779296875
31,-150000,-35.54999923706055
32,-155000,-36.7599983215332
