序号,Steps,Force_Value
1,0,0.0
2,-5000,-0.3700000047683716
3,-10000,-0.7300000190734863
4,-15000,-1.090000033378601
5,-20000,-1.4800000190734863
6,-25000,-1.8799999952316284
7,-30000,-2.2899999618530273
8,-35000,-2.6700000762939453
9,-40000,-3.049999952316284
10,-45000,-3.430000066757202
11,-50000,-3.819999933242798
12,-55000,-4.21999979019165
13,-60000,-4.619999885559082
14,-65000,-5.010000228881836
15,-70000,-5.420000076293945
16,-75000,-5.860000133514404
17,-80000,-6.28000020980835
18,-85000,-6.690000057220459
19,-90000,-7.070000171661377
20,-95000,-7.449999809265137
21,-100000,-7.840000152587891
22,-105000,-8.229999542236328
23,-110000,-8.640000343322754
24,-115000,-9.079999923706055
