序号,Steps,Force_Value
1,0,-0.3700000047683716
2,-5000,-0.7599999904632568
3,-10000,-1.2200000286102295
4,-15000,-1.7100000381469727
5,-20000,-2.1700000762939453
6,-25000,-2.609999895095825
7,-30000,-3.049999952316284
8,-35000,-3.5
9,-40000,-3.9600000381469727
10,-45000,-4.420000076293945
11,-50000,-4.880000114440918
12,-55000,-5.349999904632568
13,-60000,-5.809999942779541
14,-65000,-6.25
15,-70000,-6.710000038146973
16,-75000,-7.159999847412109
17,-80000,-7.619999885559082
18,-85000,-8.079999923706055
19,-90000,-8.539999961853027
20,-95000,-9.0
21,-100000,-9.449999809265137
22,-105000,-9.90999984741211
23,-110000,-10.359999656677246
24,-115000,-10.819999694824219
25,-120000,-11.279999732971191
26,-125000,-11.729999542236328
27,-130000,-12.1899995803833
28,-135000,-12.640000343322754
29,-140000,-13.09000015258789
30,-145000,-13.550000190734863
31,-150000,-14.010000228881836
32,-155000,-14.470000267028809
33,-160000,-14.920000076293945
34,-165000,-15.369999885559082
35,-170000,-15.829999923706055
36,-175000,-16.280000686645508
37,-180000,-16.729999542236328
38,-185000,-17.190000534057617
39,-190000,-17.639999389648438
40,-195000,-18.100000381469727
41,-200000,-18.549999237060547
42,-205000,-19.0
43,-210000,-19.450000762939453
44,-215000,-19.899999618530273
45,-220000,-20.350000381469727
46,-225000,-20.799999237060547
47,-230000,-21.260000228881836
48,-235000,-21.709999084472656
