序号,Steps,Force_Value
1,0,-0.25
2,-5000,-0.6100000143051147
3,-10000,-1.8300000429153442
4,-15000,-3.0799999237060547
5,-20000,-4.349999904632568
6,-25000,-5.610000133514404
7,-30000,-6.880000114440918
8,-35000,-8.149999618530273
9,-40000,-9.4399995803833
10,-45000,-10.729999542236328
11,-50000,-12.0
12,-55000,-13.270000457763672
13,-60000,-14.539999961853027
14,-65000,-15.8100004196167
15,-70000,-17.09000015258789
16,-75000,-18.3700008392334
17,-80000,-19.65999984741211
18,-85000,-20.950000762939453
19,-90000,-22.229999542236328
20,-95000,-23.5
21,-100000,-24.770000457763672
22,-105000,-26.040000915527344
23,-110000,-27.31999969482422
24,-115000,-28.600000381469727
25,-120000,-29.8799991607666
26,-125000,-31.18000030517578
27,-130000,-32.459999084472656
28,-135000,-33.72999954223633
29,-140000,-35.0
30,-145000,-36.27000045776367
