序号,Steps,Force_Value
1,0,-0.09000000357627869
2,-5000,-0.4399999976158142
3,-10000,-0.8299999833106995
4,-15000,-1.2100000381469727
5,-20000,-1.600000023841858
6,-25000,-2.0
7,-30000,-2.4000000953674316
8,-35000,-2.7699999809265137
9,-40000,-3.130000114440918
10,-45000,-3.5
11,-50000,-3.880000114440918
12,-55000,-4.269999980926514
13,-60000,-4.650000095367432
14,-65000,-5.050000190734863
15,-70000,-5.440000057220459
16,-75000,-5.809999942779541
17,-80000,-6.170000076293945
18,-85000,-6.53000020980835
19,-90000,-6.920000076293945
20,-95000,-7.289999961853027
21,-100000,-7.670000076293945
22,-105000,-8.0600004196167
23,-110000,-8.449999809265137
24,-115000,-8.8100004196167
