序号,Steps,Force_Value
1,0,-0.05000000074505806
2,-5000,-1.5499999523162842
3,-10000,-3.0
4,-15000,-4.349999904632568
5,-20000,-5.730000019073486
6,-25000,-7.079999923706055
7,-30000,-8.420000076293945
8,-35000,-9.770000457763672
9,-40000,-11.109999656677246
10,-45000,-12.460000038146973
11,-50000,-13.789999961853027
12,-55000,-15.140000343322754
13,-60000,-16.479999542236328
14,-65000,-17.790000915527344
15,-70000,-19.09000015258789
16,-75000,-20.40999984741211
17,-80000,-21.729999542236328
18,-85000,-23.040000915527344
19,-90000,-24.299999237060547
20,-95000,-25.610000610351562
21,-100000,-26.93000030517578
22,-105000,-28.25
23,-110000,-29.559999465942383
24,-115000,-30.860000610351562
