序号,Steps,Force_Value
1,0,-1.7589999437332153
2,-5000,-3.0373001098632812
3,-10000,-4.302700042724609
4,-15000,-5.472700119018555
5,-20000,-6.638599872589111
6,-25000,-7.8292999267578125
7,-30000,-9.030599594116211
8,-35000,-10.3016996383667
9,-40000,-11.516799926757812
10,-45000,-12.75570011138916
11,-50000,-13.9822998046875
12,-55000,-15.267900466918945
13,-60000,-16.463899612426758
14,-65000,-17.65290069580078
15,-70000,-18.842500686645508
16,-75000,-20.073699951171875
17,-80000,-21.340999603271484
18,-85000,-22.605300903320312
19,-90000,-23.862699508666992
20,-95000,-25.172800064086914
21,-100000,-26.40410041809082
22,-105000,-27.618099212646484
23,-110000,-28.845699310302734
24,-115000,-30.084699630737305
25,-120000,-31.329500198364258
26,-125000,-32.574798583984375
27,-130000,-33.81209945678711
28,-135000,-35.04240036010742
29,-140000,-36.25699996948242
30,-145000,-37.46979904174805
31,-150000,-38.69860076904297
32,-155000,-39.935699462890625
