序号,Steps,Force_Value
1,0,-0.33000001311302185
2,-5000,-0.7699999809265137
3,-10000,-2.0
4,-15000,-3.25
5,-20000,-4.519999980926514
6,-25000,-5.78000020980835
7,-30000,-7.050000190734863
8,-35000,-8.329999923706055
9,-40000,-9.619999885559082
10,-45000,-10.90999984741211
11,-50000,-12.180000305175781
12,-55000,-13.449999809265137
13,-60000,-14.720000267028809
14,-65000,-15.989999771118164
15,-70000,-17.270000457763672
16,-75000,-18.559999465942383
17,-80000,-19.850000381469727
18,-85000,-21.149999618530273
19,-90000,-22.420000076293945
20,-95000,-23.690000534057617
21,-100000,-24.959999084472656
22,-105000,-26.229999542236328
23,-110000,-27.510000228881836
24,-115000,-28.790000915527344
25,-120000,-30.09000015258789
26,-125000,-31.3799991607666
27,-130000,-32.65999984741211
28,-135000,-33.93000030517578
29,-140000,-35.189998626708984
30,-145000,-36.459999084472656
31,-150000,-37.7400016784668
32,-155000,-39.02000045776367
33,-160000,-40.310001373291016
34,-165000,-41.599998474121094
35,-170000,-42.880001068115234
36,-175000,-44.150001525878906
