序号,Steps,Force_Value
1,0,-0.15000000596046448
2,-5000,-0.5
3,-10000,-0.8899999856948853
4,-15000,-1.2699999809265137
5,-20000,-1.659999966621399
6,-25000,-2.059999942779541
7,-30000,-2.450000047683716
8,-35000,-2.819999933242798
9,-40000,-3.180000066757202
10,-45000,-3.549999952316284
11,-50000,-3.940000057220459
12,-55000,-4.320000171661377
13,-60000,-4.710000038146973
14,-65000,-5.110000133514404
15,-70000,-5.5
16,-75000,-5.860000133514404
17,-80000,-6.21999979019165
18,-85000,-6.590000152587891
19,-90000,-6.96999979019165
20,-95000,-7.349999904632568
21,-100000,-7.739999771118164
22,-105000,-8.119999885559082
23,-110000,-8.510000228881836
24,-115000,-8.869999885559082
25,-120000,-9.229999542236328
26,-125000,-9.59000015258789
27,-130000,-9.970000267028809
28,-135000,-10.350000381469727
29,-140000,-10.729999542236328
30,-145000,-11.119999885559082
