序号,Steps,Force_Value
1,0,-0.03999999910593033
2,-5000,-1.2799999713897705
3,-10000,-2.5299999713897705
4,-15000,-3.759999990463257
5,-20000,-4.96999979019165
6,-25000,-6.190000057220459
7,-30000,-7.389999866485596
8,-35000,-8.569999694824219
9,-40000,-9.779999732971191
10,-45000,-11.010000228881836
11,-50000,-12.229999542236328
12,-55000,-13.449999809265137
13,-60000,-14.65999984741211
14,-65000,-15.880000114440918
15,-70000,-17.079999923706055
16,-75000,-18.309999465942383
17,-80000,-19.540000915527344
18,-85000,-20.760000228881836
19,-90000,-21.989999771118164
20,-95000,-23.209999084472656
21,-100000,-24.440000534057617
22,-105000,-25.65999984741211
23,-110000,-26.8700008392334
24,-115000,-28.1200008392334
25,-120000,-29.350000381469727
26,-125000,-30.579999923706055
27,-130000,-31.809999465942383
28,-135000,-33.040000915527344
29,-140000,-34.2599983215332
30,-145000,-35.47999954223633
31,-150000,-36.689998626708984
32,-155000,-37.93000030517578
33,-160000,-39.150001525878906
34,-165000,-40.38999938964844
35,-170000,-41.61000061035156
36,-175000,-42.849998474121094
37,-180000,-44.060001373291016
38,-185000,-45.279998779296875
39,-190000,-46.5
40,-195000,-47.7400016784668
41,-200000,-48.959999084472656
42,-205000,-50.189998626708984
43,-210000,-51.349998474121094
44,-215000,-52.599998474121094
45,-220000,-53.810001373291016
46,-225000,-55.029998779296875
47,-230000,-56.25
48,-235000,-57.4900016784668
