序号,Steps,Force_Value
1,0,-0.20000000298023224
2,-5000,-0.6299999952316284
3,-10000,-1.059999942779541
4,-15000,-1.4800000190734863
5,-20000,-1.8700000047683716
6,-25000,-2.25
7,-30000,-2.630000114440918
8,-35000,-3.0299999713897705
9,-40000,-3.4600000381469727
10,-45000,-3.9000000953674316
11,-50000,-4.329999923706055
12,-55000,-4.75
13,-60000,-5.130000114440918
14,-65000,-5.510000228881836
15,-70000,-5.889999866485596
16,-75000,-6.289999961853027
17,-80000,-6.710000038146973
18,-85000,-7.150000095367432
19,-90000,-7.590000152587891
20,-95000,-8.0
21,-100000,-8.380000114440918
22,-105000,-8.760000228881836
23,-110000,-9.140000343322754
24,-115000,-9.539999961853027
25,-120000,-9.960000038146973
26,-125000,-10.399999618530273
27,-130000,-10.829999923706055
28,-135000,-11.239999771118164
29,-140000,-11.619999885559082
30,-145000,-12.0
31,-150000,-12.380000114440918
32,-155000,-12.770000457763672
33,-160000,-13.1899995803833
34,-165000,-13.630000114440918
35,-170000,-14.069999694824219
36,-175000,-14.470000267028809
37,-180000,-14.84000015258789
38,-185000,-15.229999542236328
39,-190000,-15.600000381469727
40,-195000,-15.989999771118164
