序号,Steps,Force_Value
1,0,-0.1899999976158142
2,-5000,-1.3700000047683716
3,-10000,-2.559999942779541
4,-15000,-3.7100000381469727
5,-20000,-4.909999847412109
6,-25000,-6.150000095367432
7,-30000,-7.340000152587891
8,-35000,-8.539999961853027
9,-40000,-9.720000267028809
10,-45000,-10.899999618530273
11,-50000,-12.079999923706055
12,-55000,-13.180000305175781
13,-60000,-14.420000076293945
14,-65000,-15.649999618530273
15,-70000,-16.850000381469727
16,-75000,-18.040000915527344
17,-80000,-19.219999313354492
18,-85000,-20.40999984741211
19,-90000,-21.56999969482422
20,-95000,-22.690000534057617
21,-100000,-23.920000076293945
22,-105000,-25.139999389648438
23,-110000,-26.31999969482422
24,-115000,-27.5
25,-120000,-28.700000762939453
26,-125000,-29.889999389648438
27,-130000,-31.030000686645508
28,-135000,-32.20000076293945
29,-140000,-33.40999984741211
30,-145000,-34.61000061035156
31,-150000,-35.79999923706055
32,-155000,-36.97999954223633
33,-160000,-38.18000030517578
34,-165000,-39.369998931884766
35,-170000,-40.52000045776367
36,-175000,-41.709999084472656
37,-180000,-42.900001525878906
38,-185000,-44.099998474121094
39,-190000,-45.290000915527344
40,-195000,-46.47999954223633
