序号,Steps,Force_Value
1,0,-0.800000011920929
2,-5000,-1.75
3,-10000,-3.0899999141693115
4,-15000,-4.53000020980835
5,-20000,-5.800000190734863
6,-25000,-6.940000057220459
7,-30000,-8.15999984741211
8,-35000,-9.479999542236328
9,-40000,-10.720000267028809
10,-45000,-11.979999542236328
11,-50000,-13.25
12,-55000,-14.579999923706055
13,-60000,-15.710000038146973
14,-65000,-17.0
15,-70000,-18.239999771118164
16,-75000,-19.530000686645508
17,-80000,-20.780000686645508
18,-85000,-22.09000015258789
19,-90000,-23.350000381469727
20,-95000,-24.65999984741211
21,-100000,-25.90999984741211
22,-105000,-27.200000762939453
23,-110000,-28.450000762939453
24,-115000,-29.739999771118164
25,-120000,-31.0
26,-125000,-32.29999923706055
27,-130000,-33.56999969482422
28,-135000,-34.880001068115234
29,-140000,-36.13999938964844
30,-145000,-37.439998626708984
31,-150000,-38.689998626708984
32,-155000,-39.9900016784668
33,-160000,-41.25
34,-165000,-42.56999969482422
35,-170000,-43.849998474121094
36,-175000,-45.130001068115234
37,-180000,-46.38999938964844
38,-185000,-47.689998626708984
39,-190000,-48.939998626708984
40,-195000,-50.2400016784668
41,-200000,-51.5
42,-205000,-52.79999923706055
43,-210000,-54.08000183105469
44,-215000,-55.380001068115234
45,-220000,-56.630001068115234
46,-225000,-57.91999816894531
47,-230000,-59.15999984741211
48,-235000,-60.43000030517578
