序号,Steps,Force_Value
1,0,-0.3499999940395355
2,-5000,-1.190000057220459
3,-10000,-2.359999895095825
4,-15000,-3.630000114440918
5,-20000,-4.769999980926514
6,-25000,-6.010000228881836
7,-30000,-7.130000114440918
8,-35000,-8.149999618530273
9,-40000,-9.260000228881836
10,-45000,-10.4399995803833
11,-50000,-11.5600004196167
12,-55000,-12.739999771118164
13,-60000,-13.880000114440918
14,-65000,-15.069999694824219
15,-70000,-16.190000534057617
16,-75000,-17.3700008392334
17,-80000,-18.479999542236328
18,-85000,-19.65999984741211
19,-90000,-20.770000457763672
20,-95000,-21.959999084472656
21,-100000,-23.100000381469727
22,-105000,-24.299999237060547
23,-110000,-25.40999984741211
24,-115000,-26.600000381469727
25,-120000,-27.719999313354492
26,-125000,-28.829999923706055
27,-130000,-29.950000762939453
28,-135000,-31.1200008392334
29,-140000,-32.2599983215332
30,-145000,-33.439998626708984
31,-150000,-34.560001373291016
32,-155000,-35.720001220703125
33,-160000,-36.84000015258789
34,-165000,-38.0
35,-170000,-39.11000061035156
36,-175000,-40.279998779296875
37,-180000,-41.400001525878906
38,-185000,-42.58000183105469
39,-190000,-43.689998626708984
40,-195000,-44.849998474121094
