序号,Steps,Force_Value
1,0,-0.05000000074505806
2,-5000,-0.25999999046325684
3,-10000,-0.550000011920929
4,-15000,-0.8399999737739563
5,-20000,-1.1299999952316284
6,-25000,-1.4299999475479126
7,-30000,-1.7200000286102295
8,-35000,-2.0399999618530273
9,-40000,-2.3499999046325684
10,-45000,-2.640000104904175
11,-50000,-2.9200000762939453
12,-55000,-3.2200000286102295
13,-60000,-3.5199999809265137
14,-65000,-3.809999942779541
15,-70000,-4.110000133514404
16,-75000,-4.420000076293945
17,-80000,-4.730000019073486
18,-85000,-5.019999980926514
19,-90000,-5.309999942779541
20,-95000,-5.599999904632568
21,-100000,-5.889999866485596
22,-105000,-6.179999828338623
23,-110000,-6.480000019073486
24,-115000,-6.789999961853027
25,-120000,-7.099999904632568
26,-125000,-7.389999866485596
27,-130000,-7.670000076293945
28,-135000,-7.960000038146973
29,-140000,-8.260000228881836
30,-145000,-8.550000190734863
31,-150000,-8.850000381469727
32,-155000,-9.15999984741211
33,-160000,-9.460000038146973
34,-165000,-9.760000228881836
35,-170000,-10.039999961853027
36,-175000,-10.329999923706055
