序号,Steps,Force_Value
1,0,0.0
2,-5000,-0.8700000047683716
3,-10000,-2.109999895095825
4,-15000,-3.359999895095825
5,-20000,-4.579999923706055
6,-25000,-5.800000190734863
7,-30000,-7.010000228881836
8,-35000,-8.199999809265137
9,-40000,-9.399999618530273
10,-45000,-10.640000343322754
11,-50000,-11.859999656677246
12,-55000,-13.09000015258789
13,-60000,-14.289999961853027
14,-65000,-15.529999732971191
15,-70000,-16.729999542236328
16,-75000,-17.940000534057617
17,-80000,-19.18000030517578
18,-85000,-20.40999984741211
19,-90000,-21.639999389648438
20,-95000,-22.8700008392334
21,-100000,-24.09000015258789
22,-105000,-25.31999969482422
23,-110000,-26.530000686645508
24,-115000,-27.75
25,-120000,-28.979999542236328
26,-125000,-30.219999313354492
27,-130000,-31.440000534057617
28,-135000,-32.68000030517578
29,-140000,-33.88999938964844
30,-145000,-35.119998931884766
31,-150000,-36.31999969482422
32,-155000,-37.560001373291016
