序号,Steps,Force_Value
1,0,78.55000305175781
2,5000,78.73999786376953
3,10000,79.0199966430664
4,15000,79.29000091552734
5,20000,79.55999755859375
6,25000,79.83000183105469
7,30000,80.30999755859375
8,35000,80.80000305175781
9,40000,81.51000213623047
10,45000,82.22000122070312
11,50000,82.69999694824219
12,55000,83.4000015258789
13,60000,83.87999725341797
14,65000,84.58000183105469
15,70000,85.05999755859375
16,75000,85.54000091552734
17,80000,86.02999877929688
18,60000,80.61000061035156
19,40000,75.0999984741211
20,20000,69.6500015258789
21,0,64.1500015258789
22,-20000,58.709999084472656
23,-40000,53.22999954223633
24,-60000,47.810001373291016
25,-80000,42.31999969482422
26,-100000,36.90999984741211
27,-120000,31.440000534057617
28,-140000,26.049999237060547
29,-160000,20.600000381469727
30,-180000,15.210000038146973
31,-200000,9.829999923706055
32,-220000,4.590000152587891
33,-240000,-0.7599999904632568
34,-260000,-6.110000133514404
35,-280000,-11.5
36,-300000,-16.799999237060547
37,-320000,-22.200000762939453
38,-340000,-27.579999923706055
39,-360000,-33.0
40,-380000,-38.38999938964844
41,-400000,-43.79999923706055
42,-420000,-49.189998626708984
43,-440000,-54.58000183105469
44,-460000,-59.959999084472656
45,-480000,-65.33999633789062
46,-500000,-70.69999694824219
47,-520000,-76.05999755859375
48,-540000,-81.38999938964844
49,-560000,-86.7300033569336
50,-580000,-92.04000091552734
51,-600000,-96.91999816894531
52,-620000,-97.48999786376953
53,-640000,-98.30999755859375
54,-660000,-98.4800033569336
55,-680000,-98.66999816894531
56,-700000,-98.63999938964844
57,-720000,-98.83000183105469
58,-740000,-98.58999633789062
59,-760000,-98.79000091552734
60,-780000,-98.55999755859375
61,-800000,-98.31999969482422
62,-805000,-98.58999633789062
63,-810000,-98.8499984741211
64,-815000,-98.88999938964844
65,-820000,-98.93000030517578
66,-825000,-98.9800033569336
67,-830000,-99.2300033569336
68,-835000,-99.27999877929688
69,-840000,-99.31999969482422
70,-845000,-99.36000061035156
71,-850000,-99.41000366210938
72,-855000,-99.44999694824219
73,-860000,-99.5
74,-865000,-99.76000213623047
75,-870000,-100.0199966430664
76,-875000,-100.06999969482422
77,-880000,-100.33000183105469
