序号,Steps,Force_Value
1,0,-0.05000000074505806
2,-5000,-0.4399999976158142
3,-10000,-0.8600000143051147
4,-15000,-1.309999942779541
5,-20000,-1.7599999904632568
6,-25000,-2.200000047683716
7,-30000,-2.6600000858306885
8,-35000,-3.130000114440918
9,-40000,-3.559999942779541
10,-45000,-3.9800000190734863
11,-50000,-4.420000076293945
12,-55000,-4.849999904632568
13,-60000,-5.28000020980835
14,-65000,-5.71999979019165
15,-70000,-6.199999809265137
16,-75000,-6.670000076293945
17,-80000,-7.110000133514404
18,-85000,-7.53000020980835
19,-90000,-7.960000038146973
20,-95000,-8.390000343322754
21,-100000,-8.8100004196167
22,-105000,-9.25
23,-110000,-9.729999542236328
24,-115000,-10.1899995803833
25,-120000,-10.640000343322754
26,-125000,-11.0600004196167
27,-130000,-11.479999542236328
28,-135000,-11.899999618530273
29,-140000,-12.319999694824219
30,-145000,-12.770000457763672
31,-150000,-13.239999771118164
32,-155000,-13.699999809265137
33,-160000,-14.149999618530273
34,-165000,-14.569999694824219
35,-170000,-14.979999542236328
36,-175000,-15.399999618530273
37,-180000,-15.819999694824219
38,-185000,-16.270000457763672
39,-190000,-16.719999313354492
40,-195000,-17.190000534057617
