序号,Steps,Force_Value
1,0,-0.47999998927116394
2,-5000,-0.8899999856948853
3,-10000,-1.350000023841858
4,-15000,-1.809999942779541
5,-20000,-2.25
6,-25000,-2.6500000953674316
7,-30000,-3.0299999713897705
8,-35000,-3.4200000762939453
9,-40000,-3.809999942779541
10,-45000,-4.239999771118164
11,-50000,-4.690000057220459
12,-55000,-5.150000095367432
13,-60000,-5.590000152587891
14,-65000,-5.980000019073486
15,-70000,-6.360000133514404
16,-75000,-6.75
17,-80000,-7.150000095367432
18,-85000,-7.570000171661377
19,-90000,-8.020000457763672
20,-95000,-8.479999542236328
21,-100000,-8.90999984741211
22,-105000,-9.3100004196167
23,-110000,-9.6899995803833
24,-115000,-10.079999923706055
25,-120000,-10.470000267028809
26,-125000,-10.890000343322754
27,-130000,-11.34000015258789
28,-135000,-11.789999961853027
29,-140000,-12.229999542236328
30,-145000,-12.609999656677246
31,-150000,-12.989999771118164
32,-155000,-13.380000114440918
33,-160000,-13.779999732971191
34,-165000,-14.199999809265137
35,-170000,-14.640000343322754
36,-175000,-15.09000015258789
