序号,Steps,Force_Value
1,0,0.05000000074505806
2,-5000,-0.33000001311302185
3,-10000,-1.649999976158142
4,-15000,-2.940000057220459
5,-20000,-4.28000020980835
6,-25000,-5.579999923706055
7,-30000,-6.849999904632568
8,-35000,-8.119999885559082
9,-40000,-9.420000076293945
10,-45000,-10.739999771118164
11,-50000,-12.069999694824219
12,-55000,-13.399999618530273
13,-60000,-14.739999771118164
14,-65000,-16.049999237060547
15,-70000,-17.350000381469727
16,-75000,-18.639999389648438
17,-80000,-19.940000534057617
18,-85000,-21.270000457763672
19,-90000,-22.600000381469727
20,-95000,-23.93000030517578
21,-100000,-25.270000457763672
22,-105000,-26.579999923706055
23,-110000,-27.8799991607666
24,-115000,-29.170000076293945
25,-120000,-30.469999313354492
26,-125000,-31.790000915527344
27,-130000,-33.130001068115234
28,-135000,-34.459999084472656
29,-140000,-35.790000915527344
30,-145000,-37.11000061035156
