序号,Steps,Force_Value
1,0,-0.10000000149011612
2,-5000,-0.5199999809265137
3,-10000,-1.9500000476837158
4,-15000,-3.3299999237060547
5,-20000,-4.730000019073486
6,-25000,-6.03000020980835
7,-30000,-7.25
8,-35000,-8.520000457763672
9,-40000,-9.829999923706055
10,-45000,-11.15999984741211
11,-50000,-12.470000267028809
12,-55000,-13.770000457763672
13,-60000,-15.0600004196167
14,-65000,-16.309999465942383
15,-70000,-17.579999923706055
16,-75000,-18.899999618530273
17,-80000,-20.18000030517578
18,-85000,-21.459999084472656
19,-90000,-22.75
20,-95000,-24.010000228881836
21,-100000,-25.280000686645508
22,-105000,-26.549999237060547
23,-110000,-27.809999465942383
24,-115000,-29.100000381469727
