序号,Steps,Force_Value
1,0,-0.49000000953674316
2,-5000,-1.659999966621399
3,-10000,-2.9000000953674316
4,-15000,-4.099999904632568
5,-20000,-5.28000020980835
6,-25000,-6.519999980926514
7,-30000,-7.769999980926514
8,-35000,-9.020000457763672
9,-40000,-10.279999732971191
10,-45000,-11.529999732971191
11,-50000,-12.760000228881836
12,-55000,-14.0
13,-60000,-15.229999542236328
14,-65000,-16.479999542236328
15,-70000,-17.729999542236328
16,-75000,-18.979999542236328
17,-80000,-20.239999771118164
18,-85000,-21.469999313354492
19,-90000,-22.709999084472656
20,-95000,-23.940000534057617
21,-100000,-25.170000076293945
22,-105000,-26.40999984741211
23,-110000,-27.670000076293945
24,-115000,-28.920000076293945
25,-120000,-30.170000076293945
26,-125000,-31.40999984741211
27,-130000,-32.63999938964844
28,-135000,-33.880001068115234
29,-140000,-35.099998474121094
30,-145000,-36.349998474121094
31,-150000,-37.599998474121094
32,-155000,-38.849998474121094
33,-160000,-40.09000015258789
34,-165000,-41.33000183105469
35,-170000,-42.560001373291016
36,-175000,-43.790000915527344
37,-180000,-45.02000045776367
38,-185000,-46.27000045776367
39,-190000,-47.5099983215332
40,-195000,-48.7599983215332
