序号,Steps,Force_Value
1,0,-0.20999999344348907
2,-5000,-1.399999976158142
3,-10000,-2.6500000953674316
4,-15000,-3.9800000190734863
5,-20000,-5.28000020980835
6,-25000,-6.5
7,-30000,-7.769999980926514
8,-35000,-9.069999694824219
9,-40000,-10.40999984741211
10,-45000,-11.779999732971191
11,-50000,-13.149999618530273
12,-55000,-14.5
13,-60000,-15.800000190734863
14,-65000,-17.059999465942383
15,-70000,-18.360000610351562
16,-75000,-19.68000030517578
17,-80000,-21.030000686645508
18,-85000,-22.399999618530273
19,-90000,-23.770000457763672
20,-95000,-25.110000610351562
21,-100000,-26.40999984741211
22,-105000,-27.68000030517578
23,-110000,-28.979999542236328
24,-115000,-30.309999465942383
25,-120000,-31.65999984741211
26,-125000,-33.029998779296875
27,-130000,-34.400001525878906
28,-135000,-35.7400016784668
29,-140000,-37.029998779296875
30,-145000,-38.310001373291016
