序号,Steps,Force_Value
1,0,-2.41510009765625
2,-5000,-2.415600061416626
3,-10000,-2.415600061416626
4,-15000,-2.4147000312805176
5,-20000,-2.420799970626831
6,-25000,-2.8740999698638916
7,-30000,-3.3071999549865723
8,-35000,-3.754499912261963
9,-40000,-4.1956000328063965
10,-45000,-4.608799934387207
11,-50000,-4.996200084686279
12,-55000,-5.372300148010254
13,-60000,-5.7469000816345215
14,-65000,-6.129700183868408
15,-70000,-6.520100116729736
16,-75000,-6.910600185394287
17,-80000,-7.292799949645996
18,-85000,-7.669000148773193
19,-90000,-8.0447998046875
20,-95000,-8.427599906921387
21,-100000,-8.819899559020996
22,-105000,-9.218299865722656
23,-110000,-9.621800422668457
24,-115000,-10.026100158691406
25,-120000,-10.425999641418457
26,-125000,-10.817700386047363
27,-130000,-11.2052001953125
28,-135000,-11.597200393676758
29,-140000,-11.996700286865234
30,-145000,-12.395899772644043
31,-150000,-13.1943998336792
32,-155000,-13.59570026397705
