序号,Steps,Force_Value
1,0,-2.065000057220459
2,-5000,-3.218600034713745
3,-10000,-4.5177001953125
4,-15000,-5.7779998779296875
5,-20000,-7.025199890136719
6,-25000,-8.187700271606445
7,-30000,-9.3996000289917
8,-35000,-10.680500030517578
9,-40000,-11.942700386047363
10,-45000,-13.186599731445312
11,-50000,-14.421600341796875
12,-55000,-15.67240047454834
13,-60000,-16.83049964904785
14,-65000,-18.006900787353516
15,-70000,-19.19809913635254
16,-75000,-20.412099838256836
17,-80000,-21.65559959411621
18,-85000,-22.944000244140625
19,-90000,-24.207300186157227
20,-95000,-25.516300201416016
21,-100000,-26.748699188232422
22,-105000,-27.97100067138672
23,-110000,-29.200599670410156
24,-115000,-30.435699462890625
25,-120000,-31.695499420166016
26,-125000,-32.95309829711914
27,-130000,-34.19609832763672
28,-135000,-35.418800354003906
29,-140000,-36.624698638916016
30,-145000,-37.84479904174805
31,-150000,-39.07379913330078
32,-155000,-40.30720138549805
