序号,Steps,Force_Value
1,0,34.689998626708984
2,5000,34.68000030517578
3,10000,34.68000030517578
4,15000,34.68000030517578
5,20000,34.689998626708984
6,25000,34.70000076293945
7,30000,34.68000030517578
8,35000,34.68000030517578
9,40000,34.689998626708984
10,45000,34.70000076293945
11,50000,34.66999816894531
12,55000,34.68000030517578
13,60000,34.689998626708984
14,65000,34.70000076293945
15,70000,34.66999816894531
16,75000,34.68000030517578
17,80000,34.689998626708984
18,60000,32.880001068115234
19,40000,31.030000686645508
20,20000,29.190000534057617
21,0,27.350000381469727
22,-20000,25.520000457763672
23,-40000,23.690000534057617
24,-60000,21.860000610351562
25,-80000,20.030000686645508
26,-100000,18.219999313354492
27,-120000,16.399999618530273
28,-140000,14.59000015258789
29,-160000,12.779999732971191
30,-180000,10.979999542236328
31,-200000,9.180000305175781
32,-220000,7.380000114440918
33,-240000,5.590000152587891
34,-260000,3.809999942779541
35,-280000,2.049999952316284
36,-300000,0.2800000011920929
37,-320000,-1.399999976158142
38,-340000,-3.190000057220459
39,-360000,-4.909999847412109
40,-380000,-6.699999809265137
41,-400000,-8.430000305175781
42,-420000,-10.210000038146973
43,-440000,-11.930000305175781
44,-460000,-13.699999809265137
45,-480000,-15.40999984741211
46,-500000,-17.18000030517578
47,-520000,-18.8799991607666
48,-540000,-20.639999389648438
49,-560000,-22.329999923706055
50,-580000,-24.079999923706055
51,-600000,-25.760000228881836
52,-620000,-27.5
53,-640000,-29.170000076293945
54,-660000,-30.899999618530273
55,-680000,-32.560001373291016
56,-700000,-34.279998779296875
57,-720000,-35.91999816894531
58,-740000,-37.619998931884766
59,-760000,-39.2599983215332
60,-780000,-40.939998626708984
61,-800000,-41.70000076293945
62,-805000,-41.70000076293945
63,-810000,-41.70000076293945
64,-815000,-41.70000076293945
65,-820000,-41.70000076293945
66,-825000,-41.68000030517578
67,-830000,-41.68000030517578
68,-835000,-41.68000030517578
69,-840000,-41.68000030517578
70,-845000,-41.66999816894531
71,-850000,-41.65999984741211
72,-855000,-41.65999984741211
73,-860000,-41.66999816894531
74,-865000,-41.68000030517578
75,-870000,-41.650001525878906
76,-875000,-41.65999984741211
77,-880000,-41.65999984741211
