序号,Steps,Force_Value
1,0,86.33999633789062
2,5000,86.56999969482422
3,10000,86.8499984741211
4,15000,87.12999725341797
5,20000,87.41000366210938
6,25000,87.69000244140625
7,30000,87.95999908447266
8,35000,88.23999786376953
9,40000,88.5199966430664
10,45000,88.80000305175781
11,50000,89.06999969482422
12,55000,89.12000274658203
13,60000,89.16999816894531
14,65000,89.45999908447266
15,70000,89.7300033569336
16,75000,89.77999877929688
17,80000,90.05999755859375
18,60000,84.5
19,40000,78.91000366210938
20,20000,73.30999755859375
21,0,67.7300033569336
22,-20000,62.13999938964844
23,-40000,56.56999969482422
24,-60000,50.9900016784668
25,-80000,45.41999816894531
26,-100000,39.849998474121094
27,-120000,34.29999923706055
28,-140000,28.75
29,-160000,23.209999084472656
30,-180000,17.729999542236328
31,-200000,12.270000457763672
32,-220000,6.840000152587891
33,-240000,1.3799999952316284
34,-260000,-3.5899999141693115
35,-280000,-8.880000114440918
36,-300000,-14.229999542236328
37,-320000,-19.68000030517578
38,-340000,-25.209999084472656
39,-360000,-30.700000762939453
40,-380000,-36.25
41,-400000,-41.72999954223633
42,-420000,-47.279998779296875
43,-440000,-52.75
44,-460000,-58.279998779296875
45,-480000,-63.72999954223633
46,-500000,-69.25
47,-520000,-74.68000030517578
48,-540000,-80.16999816894531
49,-560000,-82.51000213623047
50,-580000,-85.97000122070312
51,-600000,-87.26000213623047
52,-620000,-88.33000183105469
53,-640000,-89.63999938964844
54,-660000,-90.69999694824219
55,-680000,-91.9800033569336
56,-700000,-92.83000183105469
57,-720000,-93.87999725341797
58,-740000,-94.72000122070312
59,-760000,-94.91000366210938
60,-780000,-95.11000061035156
61,-800000,-95.75
62,-805000,-95.79000091552734
63,-810000,-95.81999969482422
64,-815000,-96.08000183105469
65,-820000,-96.33999633789062
66,-825000,-96.61000061035156
67,-830000,-96.87999725341797
68,-835000,-97.13999938964844
69,-840000,-97.4000015258789
