序号,Steps,Force_Value
1,0,-0.12999999523162842
2,-5000,-0.12999999523162842
3,-10000,-0.12999999523162842
4,-15000,-0.12999999523162842
5,-20000,-0.15000000596046448
6,-25000,-0.20000000298023224
7,-30000,-0.3100000023841858
8,-35000,-0.41999998688697815
9,-40000,-0.5400000214576721
10,-45000,-0.6499999761581421
11,-50000,-0.7599999904632568
12,-55000,-0.8600000143051147
13,-60000,-0.949999988079071
14,-65000,-1.0399999618530273
15,-70000,-1.1299999952316284
16,-75000,-1.2300000190734863
17,-80000,-1.340000033378601
18,-85000,-1.4500000476837158
19,-90000,-1.5700000524520874
20,-95000,-1.6799999475479126
21,-100000,-1.7999999523162842
22,-105000,-1.9199999570846558
23,-110000,-2.0399999618530273
24,-115000,-2.1600000858306885
