序号,Steps,Force_Value
1,0,0.027000000700354576
2,-5000,-0.27309998869895935
3,-10000,-0.5663999915122986
4,-15000,-0.8565999865531921
5,-20000,-1.1531000137329102
6,-25000,-1.4436999559402466
7,-30000,-1.723099946975708
8,-35000,-2.0048000812530518
9,-40000,-2.2920000553131104
10,-45000,-2.5936999320983887
11,-50000,-2.9005000591278076
12,-55000,-3.2065999507904053
13,-60000,-3.5035998821258545
14,-65000,-3.7871999740600586
15,-70000,-4.064700126647949
16,-75000,-4.352700233459473
17,-80000,-4.651599884033203
18,-85000,-4.956699848175049
19,-90000,-5.260499954223633
20,-95000,-5.561699867248535
21,-100000,-5.853400230407715
22,-105000,-6.13640022277832
23,-110000,-6.416299819946289
24,-115000,-6.520599842071533
25,-120000,-6.997099876403809
26,-125000,-7.302000045776367
27,-130000,-7.605599880218506
28,-135000,-7.901500225067139
29,-140000,-8.190799713134766
30,-145000,-8.473600387573242
31,-150000,-8.751799583435059
32,-155000,-9.036100387573242
