序号,Steps,Force_Value
1,0,-0.009999999776482582
2,-5000,-0.44999998807907104
3,-10000,-0.8799999952316284
4,-15000,-1.309999942779541
5,-20000,-1.7200000286102295
6,-25000,-2.0999999046325684
7,-30000,-2.4700000286102295
8,-35000,-2.859999895095825
9,-40000,-3.2699999809265137
10,-45000,-3.7100000381469727
11,-50000,-4.150000095367432
12,-55000,-4.570000171661377
13,-60000,-4.96999979019165
14,-65000,-5.349999904632568
15,-70000,-5.730000019073486
16,-75000,-6.110000133514404
17,-80000,-6.519999980926514
18,-85000,-6.949999809265137
19,-90000,-7.389999866485596
20,-95000,-7.809999942779541
21,-100000,-8.210000038146973
22,-105000,-8.59000015258789
23,-110000,-8.970000267028809
24,-115000,-9.350000381469727
25,-120000,-9.760000228881836
26,-125000,-10.1899995803833
27,-130000,-10.630000114440918
28,-135000,-11.050000190734863
29,-140000,-11.4399995803833
30,-145000,-11.819999694824219
31,-150000,-12.199999809265137
32,-155000,-12.579999923706055
