序号,Steps,Force_Value
1,0,88.0199966430664
2,5000,88.27999877929688
3,10000,88.55000305175781
4,15000,89.01000213623047
5,20000,89.2699966430664
6,25000,89.5199966430664
7,30000,89.77999877929688
8,35000,89.83000183105469
9,40000,90.08000183105469
10,45000,90.12999725341797
11,50000,90.19999694824219
12,55000,90.63999938964844
13,60000,90.69000244140625
14,65000,90.73999786376953
15,70000,90.98999786376953
16,75000,91.04000091552734
17,80000,91.29000091552734
18,60000,86.1500015258789
19,40000,81.01000213623047
20,20000,75.80999755859375
21,0,70.68000030517578
22,-20000,65.48999786376953
23,-40000,60.36000061035156
24,-60000,55.18000030517578
25,-80000,50.060001373291016
26,-100000,44.880001068115234
27,-120000,39.7599983215332
28,-140000,34.59000015258789
29,-160000,29.479999542236328
30,-180000,24.31999969482422
31,-200000,19.219999313354492
32,-220000,14.0600004196167
33,-240000,8.960000038146973
34,-260000,3.819999933242798
35,-280000,-0.17000000178813934
36,-300000,-5.130000114440918
37,-320000,-10.170000076293945
38,-340000,-15.279999732971191
39,-360000,-20.360000610351562
40,-380000,-25.469999313354492
41,-400000,-30.559999465942383
42,-420000,-35.68000030517578
43,-440000,-40.7599983215332
44,-460000,-45.88999938964844
45,-480000,-50.959999084472656
46,-500000,-56.09000015258789
47,-520000,-61.16999816894531
48,-540000,-66.27999877929688
49,-560000,-71.36000061035156
50,-580000,-76.45999908447266
51,-600000,-81.52999877929688
52,-620000,-86.63999938964844
53,-640000,-87.2300033569336
54,-660000,-92.08000183105469
55,-680000,-92.45999908447266
56,-700000,-93.05000305175781
57,-720000,-93.44000244140625
58,-740000,-93.62000274658203
59,-760000,-94.41999816894531
60,-780000,-94.81999969482422
61,-800000,-95.01000213623047
62,-805000,-95.25
63,-810000,-95.5
64,-815000,-95.94999694824219
65,-820000,-96.19000244140625
66,-825000,-96.44000244140625
67,-830000,-96.68000030517578
68,-835000,-96.72000122070312
69,-840000,-96.95999908447266
70,-845000,-97.20999908447266
71,-850000,-97.44999694824219
72,-855000,-97.9000015258789
73,-860000,-97.93000030517578
74,-865000,-98.18000030517578
75,-870000,-98.41999816894531
76,-875000,-98.44999694824219
77,-880000,-98.69000244140625
