序号,Steps,Force_Value
1,0,-0.029999999329447746
2,-5000,-0.41999998688697815
3,-10000,-0.7699999809265137
4,-15000,-1.1399999856948853
5,-20000,-1.5299999713897705
6,-25000,-1.9199999570846558
7,-30000,-2.3399999141693115
8,-35000,-2.7200000286102295
9,-40000,-3.0999999046325684
10,-45000,-3.4800000190734863
11,-50000,-3.869999885559082
12,-55000,-4.28000020980835
13,-60000,-4.670000076293945
14,-65000,-5.059999942779541
15,-70000,-5.46999979019165
16,-75000,-5.909999847412109
17,-80000,-6.340000152587891
18,-85000,-6.739999771118164
19,-90000,-7.119999885559082
20,-95000,-7.510000228881836
21,-100000,-7.889999866485596
22,-105000,-8.279999732971191
23,-110000,-8.699999809265137
24,-115000,-9.149999618530273
25,-120000,-9.579999923706055
26,-125000,-9.979999542236328
27,-130000,-10.359999656677246
28,-135000,-10.739999771118164
29,-140000,-11.119999885559082
30,-145000,-11.510000228881836
31,-150000,-11.920000076293945
32,-155000,-12.369999885559082
