序号,Steps,Force_Value
1,0,-0.44999998807907104
2,-5000,-1.600000023841858
3,-10000,-2.8499999046325684
4,-15000,-4.179999828338623
5,-20000,-5.460000038146973
6,-25000,-6.679999828338623
7,-30000,-7.949999809265137
8,-35000,-9.270000457763672
9,-40000,-10.619999885559082
10,-45000,-11.989999771118164
11,-50000,-13.359999656677246
12,-55000,-14.710000038146973
13,-60000,-15.989999771118164
14,-65000,-17.260000228881836
15,-70000,-18.559999465942383
16,-75000,-19.889999389648438
17,-80000,-21.25
18,-85000,-22.6200008392334
19,-90000,-23.989999771118164
20,-95000,-25.31999969482422
21,-100000,-26.610000610351562
22,-105000,-27.889999389648438
23,-110000,-29.190000534057617
24,-115000,-30.520000457763672
25,-120000,-31.8799991607666
26,-125000,-33.25
27,-130000,-34.619998931884766
28,-135000,-35.95000076293945
29,-140000,-37.2400016784668
30,-145000,-38.52000045776367
31,-150000,-39.81999969482422
32,-155000,-41.150001525878906
33,-160000,-42.5099983215332
34,-165000,-43.880001068115234
35,-170000,-45.25
36,-175000,-46.58000183105469
