序号,Steps,Force_Value
1,0,-0.1599999964237213
2,-5000,-0.5699999928474426
3,-10000,-0.9900000095367432
4,-15000,-1.4299999475479126
5,-20000,-1.8899999856948853
6,-25000,-2.3499999046325684
7,-30000,-2.809999942779541
8,-35000,-3.2899999618530273
9,-40000,-3.740000009536743
10,-45000,-4.159999847412109
11,-50000,-4.590000152587891
12,-55000,-5.019999980926514
13,-60000,-5.46999979019165
14,-65000,-5.929999828338623
15,-70000,-6.400000095367432
16,-75000,-6.860000133514404
17,-80000,-7.309999942779541
18,-85000,-7.739999771118164
19,-90000,-8.170000076293945
20,-95000,-8.600000381469727
21,-100000,-9.050000190734863
22,-105000,-9.510000228881836
23,-110000,-9.970000267028809
24,-115000,-10.430000305175781
25,-120000,-10.880000114440918
26,-125000,-11.3100004196167
27,-130000,-11.729999542236328
28,-135000,-12.15999984741211
29,-140000,-12.609999656677246
30,-145000,-13.0600004196167
