序号,Steps,Force_Value
1,0,-0.18000000715255737
2,-5000,-0.5099999904632568
3,-10000,-0.8399999737739563
4,-15000,-1.159999966621399
5,-20000,-1.4900000095367432
6,-25000,-1.809999942779541
7,-30000,-2.130000114440918
8,-35000,-2.440000057220459
9,-40000,-2.7699999809265137
10,-45000,-3.0999999046325684
11,-50000,-3.430000066757202
12,-55000,-3.759999990463257
13,-60000,-4.099999904632568
14,-65000,-4.440000057220459
15,-70000,-4.760000228881836
16,-75000,-5.070000171661377
17,-80000,-5.400000095367432
18,-85000,-5.730000019073486
19,-90000,-6.050000190734863
20,-95000,-6.380000114440918
21,-100000,-6.71999979019165
22,-105000,-7.050000190734863
23,-110000,-7.369999885559082
24,-115000,-7.400000095367432
25,-120000,-8.010000228881836
26,-125000,-8.34000015258789
27,-130000,-8.65999984741211
28,-135000,-8.989999771118164
29,-140000,-9.319999694824219
30,-145000,-9.649999618530273
31,-150000,-9.970000267028809
32,-155000,-10.279999732971191
