序号,Steps,Force_Value
1,0,-0.949999988079071
2,-5000,-2.0999999046325684
3,-10000,-3.3399999141693115
4,-15000,-4.599999904632568
5,-20000,-5.880000114440918
6,-25000,-7.150000095367432
7,-30000,-8.399999618530273
8,-35000,-9.640000343322754
9,-40000,-10.920000076293945
10,-45000,-12.1899995803833
11,-50000,-13.460000038146973
12,-55000,-14.720000267028809
13,-60000,-15.970000267028809
14,-65000,-17.239999771118164
15,-70000,-18.520000457763672
16,-75000,-19.780000686645508
17,-80000,-21.049999237060547
18,-85000,-22.34000015258789
19,-90000,-23.6200008392334
20,-95000,-24.8799991607666
21,-100000,-26.1200008392334
22,-105000,-27.389999389648438
23,-110000,-28.68000030517578
24,-115000,-29.940000534057617
25,-120000,-31.209999084472656
26,-125000,-32.4900016784668
27,-130000,-33.779998779296875
28,-135000,-35.040000915527344
29,-140000,-36.290000915527344
30,-145000,-37.56999969482422
31,-150000,-38.849998474121094
32,-155000,-40.119998931884766
33,-160000,-41.369998931884766
34,-165000,-42.65999984741211
35,-170000,-43.95000076293945
36,-175000,-45.220001220703125
37,-180000,-46.470001220703125
38,-185000,-47.7400016784668
39,-190000,-49.029998779296875
40,-195000,-50.290000915527344
41,-200000,-51.54999923706055
42,-205000,-52.83000183105469
43,-210000,-54.119998931884766
44,-215000,-55.380001068115234
45,-220000,-56.630001068115234
46,-225000,-57.900001525878906
47,-230000,-59.18000030517578
48,-235000,-60.439998626708984
49,-240000,-61.689998626708984
50,-245000,-62.959999084472656
