序号,Steps,Force_Value
1,0,0.1599999964237213
2,-5000,-0.9100000262260437
3,-10000,-2.240000009536743
4,-15000,-3.549999952316284
5,-20000,-4.78000020980835
6,-25000,-6.070000171661377
7,-30000,-7.360000133514404
8,-35000,-8.6899995803833
9,-40000,-10.020000457763672
10,-45000,-11.329999923706055
11,-50000,-12.600000381469727
12,-55000,-13.899999618530273
13,-60000,-15.210000038146973
14,-65000,-16.520000457763672
15,-70000,-17.829999923706055
16,-75000,-19.1200008392334
17,-80000,-20.270000457763672
18,-85000,-21.56999969482422
19,-90000,-22.850000381469727
20,-95000,-24.139999389648438
21,-100000,-25.389999389648438
22,-105000,-26.700000762939453
23,-110000,-27.989999771118164
24,-115000,-29.280000686645508
