序号,Steps,Force_Value
1,0,-0.05000000074505806
2,-5000,-1.2899999618530273
3,-10000,-2.5399999618530273
4,-15000,-3.759999990463257
5,-20000,-4.940000057220459
6,-25000,-6.150000095367432
7,-30000,-7.409999847412109
8,-35000,-8.65999984741211
9,-40000,-9.90999984741211
10,-45000,-11.15999984741211
11,-50000,-12.399999618530273
12,-55000,-13.640000343322754
13,-60000,-14.869999885559082
14,-65000,-16.110000610351562
15,-70000,-17.350000381469727
16,-75000,-18.610000610351562
17,-80000,-19.860000610351562
18,-85000,-21.110000610351562
19,-90000,-22.34000015258789
20,-95000,-23.56999969482422
21,-100000,-24.799999237060547
22,-105000,-26.030000686645508
23,-110000,-27.280000686645508
24,-115000,-28.530000686645508
25,-120000,-29.780000686645508
26,-125000,-31.020000457763672
27,-130000,-32.25
28,-135000,-33.4900016784668
29,-140000,-34.709999084472656
30,-145000,-35.95000076293945
