序号,Steps,Force_Value
1,0,0.009999999776482582
2,-5000,0.009999999776482582
3,-10000,-0.009999999776482582
4,-15000,-0.5400000214576721
5,-20000,-1.2899999618530273
6,-25000,-2.4200000762939453
7,-30000,-3.1600000858306885
8,-35000,-3.9000000953674316
9,-40000,-4.650000095367432
10,-45000,-5.440000057220459
11,-50000,-6.239999771118164
12,-55000,-7.019999980926514
13,-60000,-7.789999961853027
14,-65000,-8.550000190734863
15,-70000,-9.3100004196167
16,-75000,-10.079999923706055
17,-80000,-11.199999809265137
18,-85000,-11.569999694824219
19,-90000,-12.3100004196167
20,-95000,-13.069999694824219
21,-100000,-13.84000015258789
22,-105000,-14.630000114440918
23,-110000,-15.420000076293945
24,-115000,-16.200000762939453
25,-120000,-16.989999771118164
26,-125000,-17.770000457763672
27,-130000,-18.93000030517578
28,-135000,-19.709999084472656
29,-140000,-20.469999313354492
30,-145000,-21.229999542236328
31,-150000,-21.989999771118164
32,-155000,-22.760000228881836
