序号,Steps,Force_Value
1,0,-0.18000000715255737
2,-5000,-0.6100000143051147
3,-10000,-1.0399999618530273
4,-15000,-1.4700000286102295
5,-20000,-1.909999966621399
6,-25000,-2.369999885559082
7,-30000,-2.8499999046325684
8,-35000,-3.3299999237060547
9,-40000,-3.809999942779541
10,-45000,-4.239999771118164
11,-50000,-4.670000076293945
12,-55000,-5.099999904632568
13,-60000,-5.539999961853027
14,-65000,-5.989999771118164
15,-70000,-6.480000019073486
16,-75000,-6.960000038146973
17,-80000,-7.429999828338623
18,-85000,-7.860000133514404
19,-90000,-8.270000457763672
20,-95000,-8.710000038146973
21,-100000,-9.15999984741211
22,-105000,-9.609999656677246
23,-110000,-10.09000015258789
24,-115000,-10.579999923706055
25,-120000,-11.039999961853027
26,-125000,-11.470000267028809
27,-130000,-11.869999885559082
28,-135000,-12.3100004196167
29,-140000,-12.75
30,-145000,-13.220000267028809
