序号,Steps,Force_Value
1,0,0.039000000804662704
2,-5000,-0.25999999046325684
3,-10000,-0.5540000200271606
4,-15000,-0.8442999720573425
5,-20000,-1.1384999752044678
6,-25000,-1.4301999807357788
7,-30000,-1.711300015449524
8,-35000,-1.9916000366210938
9,-40000,-2.2804999351501465
10,-45000,-2.581199884414673
11,-50000,-2.886199951171875
12,-55000,-3.1933999061584473
13,-60000,-3.4885001182556152
14,-65000,-3.774399995803833
15,-70000,-4.052700042724609
16,-75000,-4.339399814605713
17,-80000,-4.639500141143799
18,-85000,-4.945400238037109
19,-90000,-5.252299785614014
20,-95000,-5.554200172424316
21,-100000,-5.846399784088135
22,-105000,-6.130300045013428
23,-110000,-6.407800197601318
24,-115000,-6.695000171661377
25,-120000,-6.993500232696533
26,-125000,-7.297100067138672
27,-130000,-7.601099967956543
28,-135000,-7.897799968719482
29,-140000,-8.187299728393555
30,-145000,-8.469599723815918
31,-150000,-8.747400283813477
32,-155000,-9.034899711608887
33,-160000,-9.328399658203125
34,-165000,-9.631600379943848
35,-170000,-9.932100296020508
36,-175000,-10.225199699401855
