序号,Steps,Force_Value
1,0,-0.11999999731779099
2,-5000,-0.20000000298023224
3,-10000,-1.3899999856948853
4,-15000,-2.5399999618530273
5,-20000,-4.010000228881836
6,-25000,-4.849999904632568
7,-30000,-6.090000152587891
8,-35000,-7.289999961853027
9,-40000,-8.449999809265137
10,-45000,-9.9399995803833
11,-50000,-11.109999656677246
12,-55000,-11.970000267028809
13,-60000,-13.149999618530273
14,-65000,-14.359999656677246
15,-70000,-15.859999656677246
16,-75000,-17.079999923706055
17,-80000,-18.280000686645508
18,-85000,-19.219999313354492
19,-90000,-20.40999984741211
20,-95000,-21.850000381469727
21,-100000,-23.040000915527344
22,-105000,-24.25
23,-110000,-25.459999084472656
24,-115000,-26.68000030517578
25,-120000,-27.889999389648438
26,-125000,-29.09000015258789
27,-130000,-30.280000686645508
28,-135000,-31.459999084472656
29,-140000,-32.65999984741211
30,-145000,-34.209999084472656
31,-150000,-35.08000183105469
32,-155000,-36.29999923706055
