序号,Steps,Force_Value
1,0,-0.10999999940395355
2,-5000,-1.0499999523162842
3,-10000,-2.309999942779541
4,-15000,-3.549999952316284
5,-20000,-4.769999980926514
6,-25000,-5.989999771118164
7,-30000,-7.190000057220459
8,-35000,-8.380000114440918
9,-40000,-9.59000015258789
10,-45000,-10.829999923706055
11,-50000,-12.050000190734863
12,-55000,-13.270000457763672
13,-60000,-14.479999542236328
14,-65000,-15.710000038146973
15,-70000,-16.920000076293945
16,-75000,-18.1299991607666
17,-80000,-19.3700008392334
18,-85000,-20.600000381469727
19,-90000,-21.81999969482422
20,-95000,-23.059999465942383
21,-100000,-24.280000686645508
22,-105000,-25.510000228881836
23,-110000,-26.709999084472656
24,-115000,-27.950000762939453
25,-120000,-29.18000030517578
26,-125000,-30.40999984741211
27,-130000,-31.639999389648438
28,-135000,-32.869998931884766
29,-140000,-34.09000015258789
30,-145000,-35.310001373291016
31,-150000,-36.52000045776367
32,-155000,-37.7599983215332
33,-160000,-38.9900016784668
34,-165000,-40.22999954223633
35,-170000,-41.45000076293945
36,-175000,-42.689998626708984
37,-180000,-43.900001525878906
38,-185000,-45.119998931884766
39,-190000,-46.33000183105469
40,-195000,-47.56999969482422
