序号,Steps,Force_Value
1,0,-0.019999999552965164
2,-5000,-1.340000033378601
3,-10000,-2.6500000953674316
4,-15000,-3.930000066757202
5,-20000,-5.21999979019165
6,-25000,-6.480000019073486
7,-30000,-7.739999771118164
8,-35000,-9.010000228881836
9,-40000,-10.279999732971191
10,-45000,-11.600000381469727
11,-50000,-12.9399995803833
12,-55000,-14.270000457763672
13,-60000,-15.5600004196167
14,-65000,-16.850000381469727
15,-70000,-18.139999389648438
16,-75000,-19.40999984741211
17,-80000,-20.700000762939453
18,-85000,-22.020000457763672
19,-90000,-23.360000610351562
20,-95000,-24.68000030517578
21,-100000,-25.989999771118164
22,-105000,-27.299999237060547
23,-110000,-28.579999923706055
24,-115000,-29.860000610351562
25,-120000,-31.170000076293945
26,-125000,-32.4900016784668
27,-130000,-33.83000183105469
28,-135000,-35.150001525878906
29,-140000,-36.459999084472656
30,-145000,-37.77000045776367
31,-150000,-39.04999923706055
32,-155000,-40.34000015258789
