序号,Steps,Force_Value
1,0,-0.1599999964237213
2,-5000,-0.5600000023841858
3,-10000,-0.9900000095367432
4,-15000,-1.4500000476837158
5,-20000,-1.909999966621399
6,-25000,-2.3399999141693115
7,-30000,-2.7300000190734863
8,-35000,-3.109999895095825
9,-40000,-3.5
10,-45000,-3.9000000953674316
11,-50000,-4.340000152587891
12,-55000,-4.789999961853027
13,-60000,-5.25
14,-65000,-5.670000076293945
15,-70000,-6.059999942779541
16,-75000,-6.449999809265137
17,-80000,-6.849999904632568
18,-85000,-7.239999771118164
19,-90000,-7.670000076293945
20,-95000,-8.130000114440918
21,-100000,-8.579999923706055
22,-105000,-9.0
23,-110000,-9.390000343322754
24,-115000,-9.770000457763672
