序号,Steps,Force_Value
1,0,-0.11999999731779099
2,-5000,-0.3199999928474426
3,-10000,-0.6299999952316284
4,-15000,-0.9399999976158142
5,-20000,-1.25
6,-25000,-1.559999942779541
7,-30000,-1.8600000143051147
8,-35000,-2.130000114440918
9,-40000,-2.4100000858306885
10,-45000,-2.7200000286102295
11,-50000,-3.0299999713897705
12,-55000,-3.3399999141693115
13,-60000,-3.640000104904175
14,-65000,-3.9600000381469727
15,-70000,-4.25
16,-75000,-4.519999980926514
17,-80000,-4.800000190734863
18,-85000,-5.099999904632568
19,-90000,-5.409999847412109
20,-95000,-5.71999979019165
21,-100000,-6.03000020980835
22,-105000,-6.340000152587891
23,-110000,-6.630000114440918
24,-115000,-6.900000095367432
25,-120000,-7.179999828338623
26,-125000,-7.480000019073486
27,-130000,-7.789999961853027
28,-135000,-8.109999656677246
29,-140000,-8.40999984741211
30,-145000,-8.720000267028809
31,-150000,-9.0
32,-155000,-9.279999732971191
33,-160000,-9.5600004196167
34,-165000,-9.850000381469727
35,-170000,-10.15999984741211
36,-175000,-10.470000267028809
37,-180000,-10.779999732971191
38,-185000,-11.079999923706055
39,-190000,-11.359999656677246
40,-195000,-11.640000343322754
