序号,Steps,Force_Value
1,0,-0.1599999964237213
2,-5000,-0.550000011920929
3,-10000,-0.9399999976158142
4,-15000,-1.309999942779541
5,-20000,-1.659999966621399
6,-25000,-1.9900000095367432
7,-30000,-2.3399999141693115
8,-35000,-2.7100000381469727
9,-40000,-3.109999895095825
10,-45000,-3.509999990463257
11,-50000,-3.9000000953674316
12,-55000,-4.269999980926514
13,-60000,-4.610000133514404
14,-65000,-4.949999809265137
15,-70000,-5.300000190734863
16,-75000,-5.670000076293945
17,-80000,-6.059999942779541
18,-85000,-6.460000038146973
19,-90000,-6.849999904632568
20,-95000,-7.21999979019165
21,-100000,-7.559999942779541
22,-105000,-7.900000095367432
23,-110000,-8.25
24,-115000,-8.619999885559082
25,-120000,-9.010000228881836
26,-125000,-9.40999984741211
27,-130000,-9.789999961853027
28,-135000,-10.15999984741211
