序号,Steps,Force_Value
1,0,0.11460000276565552
2,-5000,-0.27219998836517334
3,-10000,-0.6514000296592712
4,-15000,-1.0242999792099
5,-20000,-1.409000039100647
6,-25000,-1.7855000495910645
7,-30000,-2.146399974822998
8,-35000,-2.5232999324798584
9,-40000,-2.918299913406372
10,-45000,-3.3117001056671143
11,-50000,-3.690200090408325
12,-55000,-4.06279993057251
13,-60000,-4.441400051116943
14,-65000,-4.807600021362305
15,-70000,-5.169000148773193
16,-75000,-5.5447001457214355
17,-80000,-5.937900066375732
18,-85000,-6.330599784851074
19,-90000,-6.695099830627441
20,-95000,-7.069499969482422
21,-100000,-7.438199996948242
22,-105000,-7.802199840545654
23,-110000,-8.154999732971191
24,-115000,-8.537199974060059
25,-120000,-8.921899795532227
26,-125000,-9.309599876403809
27,-130000,-9.681699752807617
28,-135000,-10.057600021362305
29,-140000,-10.416600227355957
30,-145000,-10.775799751281738
