序号,Steps,Force_Value
1,0,-0.07829999923706055
2,-5000,-0.5253000259399414
3,-10000,-0.9409000277519226
4,-15000,-1.3530999422073364
5,-20000,-1.7998000383377075
6,-25000,-2.2706000804901123
7,-30000,-2.7320001125335693
8,-35000,-3.212899923324585
9,-40000,-3.691699981689453
10,-45000,-4.1402997970581055
11,-50000,-4.559599876403809
12,-55000,-4.973499774932861
13,-60000,-5.419000148773193
14,-65000,-5.883699893951416
15,-70000,-6.348700046539307
16,-75000,-6.826399803161621
17,-80000,-7.298399925231934
18,-85000,-7.743299961090088
19,-90000,-8.161700248718262
20,-95000,-8.580499649047852
21,-100000,-9.024900436401367
22,-105000,-9.486100196838379
23,-110000,-9.954000473022461
24,-115000,-10.42870044708252
