序号,Steps,Force_Value
1,0,-0.05900000035762787
2,-5000,-0.49239999055862427
3,-10000,-0.9226999878883362
4,-15000,-1.3717999458312988
5,-20000,-1.80840003490448
6,-25000,-2.2495999336242676
7,-30000,-2.691200017929077
8,-35000,-3.1466000080108643
9,-40000,-3.610100030899048
10,-45000,-4.053699970245361
11,-50000,-4.482600212097168
12,-55000,-4.906700134277344
13,-60000,-5.349299907684326
14,-65000,-5.797299861907959
15,-70000,-6.244200229644775
16,-75000,-6.6971001625061035
17,-80000,-7.154399871826172
18,-85000,-7.604800224304199
19,-90000,-8.037199974060059
20,-95000,-8.464500427246094
21,-100000,-8.901700019836426
22,-105000,-9.35569953918457
23,-110000,-9.8100004196167
24,-115000,-10.262499809265137
