序号,Steps,Force_Value
1,0,-0.20149999856948853
2,-5000,-0.5889000296592712
3,-10000,-0.9918000102043152
4,-15000,-1.3978999853134155
5,-20000,-1.8112000226974487
6,-25000,-2.239000082015991
7,-30000,-2.649199962615967
8,-35000,-3.04830002784729
9,-40000,-3.4405999183654785
10,-45000,-3.8359999656677246
11,-50000,-4.237199783325195
12,-55000,-4.656099796295166
13,-60000,-5.0868000984191895
14,-65000,-5.514900207519531
15,-70000,-5.925899982452393
16,-75000,-6.316500186920166
17,-80000,-6.701200008392334
18,-85000,-7.093599796295166
19,-90000,-7.504499912261963
20,-95000,-7.928400039672852
21,-100000,-8.359399795532227
22,-105000,-8.786399841308594
23,-110000,-9.193900108337402
24,-115000,-9.58180046081543
25,-120000,-9.96500015258789
26,-125000,-10.358599662780762
27,-130000,-10.767999649047852
28,-135000,-11.192399978637695
29,-140000,-11.625100135803223
30,-145000,-12.049099922180176
31,-150000,-12.453900337219238
32,-155000,-12.840999603271484
33,-160000,-13.224900245666504
34,-165000,-13.618399620056152
35,-170000,-14.029800415039062
36,-175000,-14.45479965209961
37,-180000,-14.885000228881836
38,-185000,-15.306699752807617
39,-190000,-15.706899642944336
40,-195000,-16.089000701904297
