序号,Steps,Force_Value
1,0,-0.09000000357627869
2,-5000,-0.4099999964237213
3,-10000,-0.7400000095367432
4,-15000,-1.059999942779541
5,-20000,-1.3899999856948853
6,-25000,-1.7100000381469727
7,-30000,-2.0299999713897705
8,-35000,-2.369999885559082
9,-40000,-2.7200000286102295
10,-45000,-3.059999942779541
11,-50000,-3.380000114440918
12,-55000,-3.700000047683716
13,-60000,-4.03000020980835
14,-65000,-4.349999904632568
15,-70000,-4.679999828338623
16,-75000,-5.03000020980835
17,-80000,-5.380000114440918
18,-85000,-5.710000038146973
19,-90000,-6.03000020980835
20,-95000,-6.349999904632568
21,-100000,-6.670000076293945
22,-105000,-7.0
23,-110000,-7.329999923706055
24,-115000,-7.670000076293945
25,-120000,-8.020000457763672
26,-125000,-8.350000381469727
27,-130000,-8.680000305175781
28,-135000,-9.0
29,-140000,-9.319999694824219
30,-145000,-9.640000343322754
31,-150000,-9.979999542236328
32,-155000,-10.3100004196167
33,-160000,-10.65999984741211
34,-165000,-10.989999771118164
35,-170000,-11.319999694824219
36,-175000,-11.630000114440918
