序号,Steps,Force_Value
1,0,-0.3799999952316284
2,-5000,-1.600000023841858
3,-10000,-2.819999933242798
4,-15000,-4.090000152587891
5,-20000,-5.309999942779541
6,-25000,-6.550000190734863
7,-30000,-7.820000171661377
8,-35000,-9.0600004196167
9,-40000,-10.300000190734863
10,-45000,-11.529999732971191
11,-50000,-12.779999732971191
12,-55000,-14.039999961853027
13,-60000,-15.239999771118164
14,-65000,-16.520000457763672
15,-70000,-17.780000686645508
16,-75000,-19.020000457763672
17,-80000,-20.239999771118164
18,-85000,-21.489999771118164
19,-90000,-22.739999771118164
20,-95000,-23.989999771118164
21,-100000,-25.229999542236328
22,-105000,-26.489999771118164
23,-110000,-27.75
24,-115000,-28.989999771118164
25,-120000,-30.219999313354492
26,-125000,-31.469999313354492
27,-130000,-32.720001220703125
28,-135000,-33.970001220703125
29,-140000,-35.22999954223633
30,-145000,-36.4900016784668
31,-150000,-37.75
32,-155000,-38.9900016784668
33,-160000,-40.220001220703125
34,-165000,-41.459999084472656
35,-170000,-42.709999084472656
36,-175000,-43.970001220703125
37,-180000,-45.22999954223633
38,-185000,-46.4900016784668
39,-190000,-47.7400016784668
40,-195000,-48.97999954223633
41,-200000,-50.209999084472656
42,-205000,-51.45000076293945
43,-210000,-52.70000076293945
44,-215000,-53.959999084472656
45,-220000,-55.220001220703125
46,-225000,-56.47999954223633
47,-230000,-57.72999954223633
48,-235000,-58.97999954223633
49,-240000,-60.209999084472656
50,-245000,-61.45000076293945
51,-250000,-62.689998626708984
52,-255000,-63.95000076293945
53,-260000,-65.20999908447266
54,-265000,-66.47000122070312
55,-270000,-67.72000122070312
56,-275000,-68.97000122070312
57,-280000,-70.19999694824219
58,-285000,-71.44000244140625
59,-290000,-72.68000030517578
60,-295000,-73.94000244140625
