序号,Steps,Force_Value
1,0,-0.05000000074505806
2,-5000,-0.7900000214576721
3,-10000,-2.0199999809265137
4,-15000,-3.240000009536743
5,-20000,-4.480000019073486
6,-25000,-5.760000228881836
7,-30000,-7.019999980926514
8,-35000,-8.300000190734863
9,-40000,-9.579999923706055
10,-45000,-10.850000381469727
11,-50000,-12.119999885559082
12,-55000,-13.399999618530273
13,-60000,-14.670000076293945
14,-65000,-15.949999809265137
15,-70000,-17.219999313354492
16,-75000,-18.5
17,-80000,-19.780000686645508
18,-85000,-21.059999465942383
19,-90000,-22.329999923706055
20,-95000,-23.610000610351562
21,-100000,-24.8799991607666
22,-105000,-26.15999984741211
23,-110000,-27.440000534057617
24,-115000,-28.709999084472656
