序号,Steps,Force_Value
1,0,-0.18000000715255737
2,-5000,-0.44999998807907104
3,-10000,-0.7200000286102295
4,-15000,-0.9200000166893005
5,-20000,-1.2100000381469727
6,-25000,-1.5
7,-30000,-1.7899999618530273
8,-35000,-2.059999942779541
9,-40000,-2.359999895095825
10,-45000,-2.6600000858306885
11,-50000,-2.6500000953674316
12,-55000,-3.259999990463257
13,-60000,-3.569999933242798
14,-65000,-3.869999885559082
15,-70000,-4.150000095367432
16,-75000,-4.400000095367432
17,-80000,-4.679999828338623
18,-85000,-4.96999979019165
19,-90000,-5.269999980926514
20,-95000,-5.559999942779541
21,-100000,-5.869999885559082
22,-105000,-6.159999847412109
23,-110000,-6.440000057220459
24,-115000,-6.71999979019165
25,-120000,-7.010000228881836
26,-125000,-7.300000190734863
27,-130000,-7.590000152587891
28,-135000,-7.909999847412109
29,-140000,-8.109999656677246
30,-145000,-8.420000076293945
31,-150000,-8.699999809265137
32,-155000,-8.979999542236328
