序号,Steps,Force_Value
1,0,-0.7300000190734863
2,-5000,-1.6799999475479126
3,-10000,-2.940000057220459
4,-15000,-4.210000038146973
5,-20000,-5.46999979019165
6,-25000,-6.760000228881836
7,-30000,-8.029999732971191
8,-35000,-9.300000190734863
9,-40000,-10.569999694824219
10,-45000,-11.829999923706055
11,-50000,-13.100000381469727
12,-55000,-14.369999885559082
13,-60000,-15.640000343322754
14,-65000,-16.920000076293945
15,-70000,-18.190000534057617
16,-75000,-19.459999084472656
17,-80000,-20.739999771118164
18,-85000,-22.010000228881836
19,-90000,-23.270000457763672
20,-95000,-24.540000915527344
21,-100000,-25.809999465942383
22,-105000,-27.09000015258789
23,-110000,-28.3700008392334
24,-115000,-29.639999389648438
25,-120000,-30.90999984741211
26,-125000,-32.18000030517578
27,-130000,-33.439998626708984
28,-135000,-34.709999084472656
29,-140000,-35.97999954223633
30,-145000,-37.2599983215332
31,-150000,-38.540000915527344
32,-155000,-39.810001373291016
33,-160000,-41.09000015258789
34,-165000,-42.36000061035156
35,-170000,-43.619998931884766
36,-175000,-44.880001068115234
37,-180000,-46.150001525878906
38,-185000,-47.439998626708984
39,-190000,-48.709999084472656
40,-195000,-49.97999954223633
41,-200000,-51.2599983215332
42,-205000,-52.52000045776367
43,-210000,-53.779998779296875
44,-215000,-55.04999923706055
45,-220000,-56.31999969482422
46,-225000,-57.599998474121094
47,-230000,-58.869998931884766
48,-235000,-60.13999938964844
49,-240000,-61.41999816894531
50,-245000,-62.68000030517578
51,-250000,-63.95000076293945
52,-255000,-65.20999908447266
53,-260000,-66.06999969482422
54,-265000,-66.94000244140625
55,-270000,-67.5999984741211
56,-275000,-68.25
57,-280000,-69.12000274658203
58,-285000,-70.19000244140625
59,-290000,-71.47000122070312
60,-295000,-72.7300033569336
