序号,Steps,Force_Value
1,0,-0.009999999776482582
2,-5000,-0.3400000035762787
3,-10000,-0.6600000262260437
4,-15000,-0.9800000190734863
5,-20000,-1.309999942779541
6,-25000,-1.6399999856948853
7,-30000,-1.9600000381469727
8,-35000,-2.2899999618530273
9,-40000,-2.640000104904175
10,-45000,-2.9800000190734863
11,-50000,-3.299999952316284
12,-55000,-3.619999885559082
13,-60000,-3.940000057220459
14,-65000,-4.269999980926514
15,-70000,-4.599999904632568
16,-75000,-4.940000057220459
17,-80000,-5.289999961853027
18,-85000,-5.630000114440918
19,-90000,-5.960000038146973
20,-95000,-6.269999980926514
21,-100000,-6.590000152587891
22,-105000,-6.909999847412109
23,-110000,-7.25
24,-115000,-7.590000152587891
25,-120000,-7.940000057220459
26,-125000,-8.279999732971191
27,-130000,-8.600000381469727
28,-135000,-8.920000076293945
29,-140000,-9.239999771118164
30,-145000,-9.5600004196167
31,-150000,-9.890000343322754
32,-155000,-10.220000267028809
