序号,Steps,Force_Value
1,0,-0.11999999731779099
2,-5000,-1.3700000047683716
3,-10000,-2.6600000858306885
4,-15000,-3.950000047683716
5,-20000,-5.130000114440918
6,-25000,-6.340000152587891
7,-30000,-7.559999942779541
8,-35000,-8.789999961853027
9,-40000,-10.069999694824219
10,-45000,-11.359999656677246
11,-50000,-12.619999885559082
12,-55000,-13.880000114440918
13,-60000,-15.149999618530273
14,-65000,-16.420000076293945
15,-70000,-17.68000030517578
16,-75000,-18.950000762939453
17,-80000,-20.219999313354492
18,-85000,-21.510000228881836
19,-90000,-22.780000686645508
20,-95000,-24.049999237060547
21,-100000,-25.329999923706055
22,-105000,-26.600000381469727
23,-110000,-27.860000610351562
24,-115000,-29.1299991607666
25,-120000,-30.399999618530273
26,-125000,-31.690000534057617
27,-130000,-32.959999084472656
28,-135000,-34.22999954223633
29,-140000,-35.5
30,-145000,-36.77000045776367
31,-150000,-38.040000915527344
32,-155000,-39.310001373291016
