序号,Steps,Force_Value
1,0,-0.15569999814033508
2,-5000,-0.6230999827384949
3,-10000,-1.0913000106811523
4,-15000,-1.5183000564575195
5,-20000,-1.944000005722046
6,-25000,-2.3705999851226807
7,-30000,-2.7923998832702637
8,-35000,-3.194999933242798
9,-40000,-3.634700059890747
10,-45000,-4.063000202178955
11,-50000,-4.4822001457214355
12,-55000,-4.936600208282471
13,-60000,-5.375400066375732
14,-65000,-5.792099952697754
15,-70000,-6.174900054931641
16,-75000,-6.605199813842773
17,-80000,-7.049200057983398
18,-85000,-7.491000175476074
19,-90000,-7.94189977645874
20,-95000,-8.394200325012207
21,-100000,-8.823699951171875
22,-105000,-9.224800109863281
23,-110000,-9.629500389099121
24,-115000,-10.056699752807617
25,-120000,-10.493200302124023
26,-125000,-10.935999870300293
27,-130000,-11.390899658203125
28,-135000,-11.837599754333496
29,-140000,-12.262999534606934
30,-145000,-12.663700103759766
31,-150000,-13.071700096130371
32,-155000,-13.49269962310791
