序号,Steps,Force_Value
1,0,-0.15569999814033508
2,-5000,-0.5322999954223633
3,-10000,-0.9602000117301941
4,-15000,-1.3903000354766846
5,-20000,-1.8549000024795532
6,-25000,-2.3125998973846436
7,-30000,-2.7284998893737793
8,-35000,-3.1312999725341797
9,-40000,-3.5157999992370605
10,-45000,-3.892199993133545
11,-50000,-4.302299976348877
12,-55000,-4.741499900817871
13,-60000,-5.208000183105469
14,-65000,-5.663099765777588
15,-70000,-6.079400062561035
16,-75000,-6.4730000495910645
17,-80000,-6.869200229644775
18,-85000,-7.245299816131592
19,-90000,-7.642300128936768
20,-95000,-8.082799911499023
21,-100000,-8.544899940490723
22,-105000,-9.000200271606445
23,-110000,-9.41349983215332
24,-115000,-9.78849983215332
25,-120000,-10.186200141906738
26,-125000,-10.583700180053711
27,-130000,-10.980299949645996
28,-135000,-11.420499801635742
29,-140000,-11.881699562072754
30,-145000,-12.33080005645752
31,-150000,-12.737700462341309
32,-155000,-13.119500160217285
33,-160000,-13.509499549865723
34,-165000,-13.910900115966797
35,-170000,-14.303199768066406
36,-175000,-14.729700088500977
