序号,Steps,Force_Value
1,0,-0.25
2,-5000,-1.3700000047683716
3,-10000,-2.5899999141693115
4,-15000,-3.7899999618530273
5,-20000,-4.980000019073486
6,-25000,-6.190000057220459
7,-30000,-7.389999866485596
8,-35000,-8.609999656677246
9,-40000,-9.850000381469727
10,-45000,-11.100000381469727
11,-50000,-12.369999885559082
12,-55000,-13.579999923706055
13,-60000,-14.779999732971191
14,-65000,-15.989999771118164
15,-70000,-17.200000762939453
16,-75000,-18.43000030517578
17,-80000,-19.670000076293945
18,-85000,-20.899999618530273
19,-90000,-22.149999618530273
20,-95000,-23.3799991607666
21,-100000,-24.579999923706055
22,-105000,-25.799999237060547
23,-110000,-27.020000457763672
24,-115000,-28.25
25,-120000,-29.489999771118164
26,-125000,-30.719999313354492
27,-130000,-31.950000762939453
28,-135000,-33.189998626708984
29,-140000,-34.400001525878906
30,-145000,-35.619998931884766
31,-150000,-36.84000015258789
32,-155000,-38.08000183105469
33,-160000,-39.310001373291016
34,-165000,-40.540000915527344
35,-170000,-41.77000045776367
36,-175000,-43.0
37,-180000,-44.209999084472656
38,-185000,-45.43000030517578
39,-190000,-46.65999984741211
40,-195000,-47.88999938964844
41,-200000,-49.119998931884766
42,-205000,-50.349998474121094
43,-210000,-51.58000183105469
44,-215000,-52.79999923706055
45,-220000,-54.02000045776367
46,-225000,-55.22999954223633
47,-230000,-56.45000076293945
48,-235000,-57.66999816894531
